Date planifiée,Mois,Moment de la journée,Id BT,Statut BT,No.local,Description local,No.tâche,Description tâche,Nom route,Nom utilisateur,Temps planifié,Date originale,Date planifiée.1,Date exécutée,Temps réel,Type,Mois_Année,Bâtiment,Retard (jours)
2025-05-30,mai,Jour,60089320,Non-fait,1-008-B2,Commis,Vplanch36,"Vadrouiller plancher 36""",Route 2 - jour Entre-Lacs,,1.0,2025-05-30 00:00:00,2025-05-30 00:00:00,,,Récurrent,2025-05,Entre-Lacs,
2025-05-30,mai,Jour,60089319,Non-fait,1-008-B2,Commis,Lplanchmo,Laver plancher moppe 24 oz,Route 2 - jour Entre-Lacs,,0.9,2025-05-30 00:00:00,2025-05-30 00:00:00,,,Récurrent,2025-05,Entre-Lacs,
2025-05-30,mai,Jour,60089318,Non-fait,1-003-B2,Corridor,Etaches,"Enlever toutes les tâches ou marques de souillures (sols, vitres, portes, murs, table, comptoir))",Route 2 - jour Entre-Lacs,,0.25,2025-05-30 00:00:00,2025-05-30 00:00:00,,,Récurrent,2025-05,Entre-Lacs,
2025-05-30,mai,Jour,60089317,Non-fait,1-003-B2,Corridor,Dsurfcont,"Desinfecter les surfaces de contact( interrupteurs,poignees porte,telephone,souris)",Route 2 - jour Entre-Lacs,,0.05,2025-05-30 00:00:00,2025-05-30 00:00:00,,,Récurrent,2025-05,Entre-Lacs,
2025-05-30,mai,Jour,60089054,Non-fait,255-B1,Classe maternelle,Ncomptoir,Nettoyer comptoir,Route 1 - jour Bellecombe,,0.75,2025-05-30 00:00:00,2025-05-30 00:00:00,,,Récurrent,2025-05,Bellecombe,
2025-05-30,mai,Jour,60089375,Non-fait,256-B2,Classe maternelle,Ntable,Nettoyer table,Route 2 - jour Entre-Lacs,,7.5,2025-05-30 00:00:00,2025-05-30 00:00:00,,,Récurrent,2025-05,Entre-Lacs,
2025-05-30,mai,Jour,60089107,Non-fait,270-B1,Classe 2e cycle,Vplanch24,"Vadrouiller sols 24""",Route 1 - jour Bellecombe,,6.0,2025-05-30 00:00:00,2025-05-30 00:00:00,,,Récurrent,2025-05,Bellecombe,
2025-05-30,mai,Jour,60089116,Non-fait,031-B2,Hall d'entree,Vpoubelle,Vider poubelles et recupération,Route 2 - jour Entre-Lacs,,0.75,2025-05-30 00:00:00,2025-05-30 00:00:00,,,Récurrent,2025-05,Entre-Lacs,
2025-05-30,mai,Jour,60088921,Non-fait,139-B1,Local vide,Vplanch36,"Vadrouiller plancher 36""",,,0.3,2025-05-30 00:00:00,2025-05-30 00:00:00,,,Récurrent,2025-05,,
2025-05-30,mai,Jour,60215732,Non-fait,264,Classe 1er cycle,Ltableau,"Laver tableau,aguets, brosses si pas effacé",Route 3 - jour La Source,,1.0,2025-05-30 00:00:00,2025-05-30 00:00:00,,,Récurrent,2025-05,La Source,
2025-05-30,mai,Jour,60089104,Non-fait,270-B1,Classe 2e cycle,Nchaise,Nettoyer chaises,Route 1 - jour Bellecombe,,3.75,2025-05-30 00:00:00,2025-05-30 00:00:00,,,Récurrent,2025-05,Bellecombe,
2025-05-30,mai,Jour,60089067,Non-fait,258-B1,Classe 1er cycle,Ltableau,"Laver tableau,aguets, brosses si pas effacé",Route 1 - jour Bellecombe,,1.0,2025-05-30 00:00:00,2025-05-30 00:00:00,,,Récurrent,2025-05,Bellecombe,
2025-05-30,mai,Jour,60215782,Non-fait,106,Magasin d'art,Vplanch60,"Vadrouiller plancher 60""",,,1.29,2025-05-30 00:00:00,2025-05-30 00:00:00,,,Récurrent,2025-05,,
2025-05-30,mai,Jour,60089338,Non-fait,119-2-B2,Escalier,Drampes,Desinfecter rampes et main courantes,Route 2 - jour Entre-Lacs,,0.33,2025-05-30 00:00:00,2025-05-30 00:00:00,,,Récurrent,2025-05,Entre-Lacs,
2025-05-30,mai,Jour,60215643,Non-fait,100-2,Escalier,Drampes,Desinfecter rampes et main courantes,Route 3 - jour La Source,,0.33,2025-05-30 00:00:00,2025-05-30 00:00:00,,,Récurrent,2025-05,La Source,
2025-05-30,mai,Jour,60089007,Non-fait,1-016-B1,Escalier,Vplanch36,"Vadrouiller plancher 36""",Route 1 - jour Bellecombe,,1.27,2025-05-30 00:00:00,2025-05-30 00:00:00,,,Récurrent,2025-05,Bellecombe,
2025-05-30,mai,Jour,60089008,Non-fait,1-016-B1,Escalier,Lplanchmo,Laver plancher moppe 24 oz,Route 1 - jour Bellecombe,,1.14,2025-05-30 00:00:00,2025-05-30 00:00:00,,,Récurrent,2025-05,Bellecombe,
2025-05-30,mai,Jour,60089009,Non-fait,1-016-B1,Escalier,Dsurfcont,"Desinfecter les surfaces de contact( interrupteurs,poignees porte,telephone,souris)",Route 1 - jour Bellecombe,,0.05,2025-05-30 00:00:00,2025-05-30 00:00:00,,,Récurrent,2025-05,Bellecombe,
2025-05-30,mai,Jour,60215754,Non-fait,270,Classe 2e cycle,Vplanch24,"Vadrouiller sols 24""",Route 3 - jour La Source,,6.0,2025-05-30 00:00:00,2025-05-30 00:00:00,,,Récurrent,2025-05,La Source,
2025-05-30,mai,Jour,60215748,Non-fait,266,Classe 2e cycle,Vplanch24,"Vadrouiller sols 24""",Route 3 - jour La Source,,6.0,2025-05-30 00:00:00,2025-05-30 00:00:00,,,Récurrent,2025-05,La Source,
2025-05-30,mai,Jour,60215724,Non-fait,261,Classe 1er cycle,Vplanch24,"Vadrouiller sols 24""",Route 3 - jour La Source,,5.25,2025-05-30 00:00:00,2025-05-30 00:00:00,,,Récurrent,2025-05,La Source,
2025-05-30,mai,Jour,60215694,Non-fait,250,Classe maternelle,Vplanch24,"Vadrouiller sols 24""",Route 3 - jour La Source,,3.75,2025-05-30 00:00:00,2025-05-30 00:00:00,,,Récurrent,2025-05,La Source,
2025-05-30,mai,Jour,60089096,Non-fait,265-B1,Classe 2e cycle,Ncomptoir,Nettoyer comptoir,Route 1 - jour Bellecombe,,0.75,2025-05-30 00:00:00,2025-05-30 00:00:00,,,Récurrent,2025-05,Bellecombe,
2025-05-30,mai,Jour,60089098,Non-fait,266-B1,Classe 2e cycle,Nchaise,Nettoyer chaises,Route 1 - jour Bellecombe,,3.75,2025-05-30 00:00:00,2025-05-30 00:00:00,,,Récurrent,2025-05,Bellecombe,
2025-05-30,mai,Jour,60089099,Non-fait,266-B1,Classe 2e cycle,Ntable,Nettoyer table,Route 1 - jour Bellecombe,,7.5,2025-05-30 00:00:00,2025-05-30 00:00:00,,,Récurrent,2025-05,Bellecombe,
2025-05-30,mai,Jour,60089335,Non-fait,119-2-B2,Escalier,Lplanchmo,Laver plancher moppe 24 oz,Route 2 - jour Entre-Lacs,,1.0,2025-05-30 00:00:00,2025-05-30 00:00:00,,,Récurrent,2025-05,Entre-Lacs,
